"Customer ID","Purchase Date","Product Category","Product Price","Quantity","Total Purchase Amount","Payment Method","Customer Age","Returns","Customer Name","Gender","Churn"
"45612","2023-09-13","Books","397","2","1855","PayPal","49","0","Brandon Lee","Male","0"
"45612","2023-04-21","Electronics","383","3","4670","Cash","49","1","Brandon Lee","Male","0"
"45612","2022-08-14","Books","291","1","3414","Cash","49","1","Brandon Lee","Male","0"
"45612","2020-12-19","Electronics","261","5","1109","Credit Card","49","1","Brandon Lee","Male","0"
"45612","2023-03-18","Clothing","369","1","3037","PayPal","49","1","Brandon Lee","Male","0"
"45612","2020-08-10","Home","316","4","1182","Credit Card","49","0","Brandon Lee","Male","0"
"45612","2020-12-04","Home","48","5","1533","Cash","49","0","Brandon Lee","Male","0"
"45363","2022-11-23","Clothing","423","3","2679","Cash","69","1","Debra Brown","Female","0"
"45363","2021-06-13","Books","84","1","1382","PayPal","69","0","Debra Brown","Female","0"
"45363","2020-03-14","Home","441","2","3740","Cash","69","1","Debra Brown","Female","0"
"45363","2021-12-26","Clothing","187","2","1531","PayPal","69","1","Debra Brown","Female","0"
"47129","2021-03-14","Electronics","240","3","3167","Cash","41","0","Erin Ewing","Male","0"
"47129","2020-11-27","Books","96","3","700","Credit Card","41","1","Erin Ewing","Male","0"
"47129","2022-05-27","Home","175","1","2087","Cash","41","0","Erin Ewing","Male","0"
"47129","2020-07-27","Electronics","371","4","3056","PayPal","41","0","Erin Ewing","Male","0"
"47129","2023-05-29","Electronics","402","2","3289","Cash","41","0","Erin Ewing","Male","0"
"47129","2023-03-16","Electronics","283","1","3521","Cash","41","0","Erin Ewing","Male","0"
"47129","2021-05-13","Clothing","355","5","3100","PayPal","41","1","Erin Ewing","Male","0"
"47129","2022-08-03","Clothing","152","5","2366","Credit Card","41","1","Erin Ewing","Male","0"
"47129","2020-04-29","Books","133","5","4226","Cash","41","1","Erin Ewing","Male","0"
"46971","2020-11-27","Clothing","425","2","3671","Cash","21","1","Laura Davis","Male","0"
"46971","2023-03-21","Home","243","3","1450","Cash","21","1","Laura Davis","Male","0"
"46971","2021-11-08","Books","476","1","1048","Cash","21","1","Laura Davis","Male","0"
"46971","2021-09-04","Electronics","407","4","2663","PayPal","21","0","Laura Davis","Male","0"
"46971","2021-07-17","Electronics","349","4","328","PayPal","21","1","Laura Davis","Male","0"
"46971","2023-02-15","Clothing","33","3","4807","Credit Card","21","1","Laura Davis","Male","0"
"46971","2020-07-09","Books","231","5","2101","Credit Card","21","1","Laura Davis","Male","0"
"46971","2023-06-12","Electronics","36","1","3273","Credit Card","21","1","Laura Davis","Male","0"
"46942","2022-11-20","Electronics","217","3","2197","Cash","62","1","Anna Martin","Female","0"
"46942","2023-07-11","Clothing","444","5","3765","Credit Card","62","1","Anna Martin","Female","0"
"46942","2023-04-28","Home","24","3","5126","Credit Card","62","0","Anna Martin","Female","0"
"46942","2020-05-13","Clothing","314","2","3448","PayPal","62","0","Anna Martin","Female","0"
"46942","2023-08-06","Books","430","3","3685","Credit Card","62","0","Anna Martin","Female","0"
"46942","2022-04-23","Books","491","3","2225","PayPal","62","0","Anna Martin","Female","0"
"46942","2020-02-01","Books","477","5","2635","Cash","62","1","Anna Martin","Female","0"
"48430","2020-06-10","Electronics","295","5","1333","PayPal","24","0","Christopher Duran","Male","0"
"48430","2020-10-01","Home","294","3","212","PayPal","24","1","Christopher Duran","Male","0"
"48430","2022-06-14","Books","80","5","3076","Cash","24","1","Christopher Duran","Male","0"
"48430","2023-09-13","Electronics","348","4","1239","Cash","24","1","Christopher Duran","Male","0"
"48430","2021-10-01","Clothing","465","1","1817","PayPal","24","1","Christopher Duran","Male","0"
"48430","2022-11-18","Books","40","4","536","Cash","24","1","Christopher Duran","Male","0"
"48651","2022-05-14","Electronics","28","4","4350","Credit Card","25","0","Kristina Reyes","Male","0"
"48651","2020-05-26","Home","277","5","4769","PayPal","25","0","Kristina Reyes","Male","0"
"48651","2023-02-01","Clothing","167","2","4676","Credit Card","25","0","Kristina Reyes","Male","0"
"48651","2020-10-19","Electronics","253","5","2874","Cash","25","1","Kristina Reyes","Male","0"
"48651","2022-08-21","Books","410","3","1481","PayPal","25","1","Kristina Reyes","Male","0"
"48651","2022-10-02","Electronics","196","2","815","Credit Card","25","1","Kristina Reyes","Male","0"
"48651","2022-02-04","Books","286","4","3610","PayPal","25","1","Kristina Reyes","Male","0"
"45961","2020-12-14","Books","465","5","961","Credit Card","68","0","Austin Torres","Female","0"
"45961","2021-12-18","Home","203","3","5286","PayPal","68","0","Austin Torres","Female","0"
"45961","2021-07-12","Home","482","4","4791","PayPal","68","0","Austin Torres","Female","0"
"45961","2022-06-14","Home","231","4","5321","PayPal","68","1","Austin Torres","Female","0"
"45961","2022-03-01","Clothing","343","4","820","Credit Card","68","1","Austin Torres","Female","0"
"45961","2023-04-07","Electronics","369","1","1231","PayPal","68","1","Austin Torres","Female","0"
"45961","2021-10-28","Clothing","246","1","2641","Cash","68","0","Austin Torres","Female","0"
"47531","2020-07-13","Books","493","5","3942","Cash","42","0","Steven Cochran","Female","0"
"47531","2020-02-14","Clothing","87","1","3763","PayPal","42","1","Steven Cochran","Female","0"
"47531","2020-12-16","Clothing","284","1","2818","Credit Card","42","0","Steven Cochran","Female","0"
"47531","2021-08-06","Books","73","1","348","Cash","42","1","Steven Cochran","Female","0"
"47531","2022-02-07","Electronics","145","4","3465","Credit Card","42","1","Steven Cochran","Female","0"
"47531","2023-02-06","Home","205","3","4757","Credit Card","42","0","Steven Cochran","Female","0"
"47531","2021-03-04","Home","431","5","4126","Credit Card","42","0","Steven Cochran","Female","0"
"47567","2020-07-21","Electronics","457","3","2824","Credit Card","54","0","Luis Rogers","Male","0"
"47567","2020-11-26","Electronics","63","1","2994","Credit Card","54","0","Luis Rogers","Male","0"
"47567","2020-03-09","Home","322","1","2088","Credit Card","54","0","Luis Rogers","Male","0"
"47567","2023-01-22","Home","294","3","4154","Credit Card","54","1","Luis Rogers","Male","0"
"47567","2021-08-10","Books","129","5","4700","Cash","54","1","Luis Rogers","Male","0"
"47567","2021-08-20","Books","169","1","3929","Credit Card","54","1","Luis Rogers","Male","0"
"47567","2022-12-05","Home","362","4","3906","Cash","54","0","Luis Rogers","Male","0"
"47567","2023-02-07","Home","327","5","561","Credit Card","54","1","Luis Rogers","Male","0"
"47567","2021-12-17","Books","124","5","3573","PayPal","54","1","Luis Rogers","Male","0"
"47171","2023-02-18","Books","44","1","3621","Credit Card","50","0","Brenda Goodman","Male","0"
"47171","2022-06-06","Books","84","3","3354","PayPal","50","1","Brenda Goodman","Male","0"
"47171","2020-09-15","Books","44","4","2993","Cash","50","1","Brenda Goodman","Male","0"
"47171","2021-05-16","Books","42","5","3152","PayPal","50","1","Brenda Goodman","Male","0"
"47171","2022-03-31","Electronics","481","3","5241","Cash","50","0","Brenda Goodman","Male","0"
"45089","2020-05-13","Electronics","294","5","4870","PayPal","25","1","Richard Rose","Male","0"
"45089","2023-05-17","Home","113","3","4044","Credit Card","25","1","Richard Rose","Male","0"
"45089","2023-01-28","Clothing","194","1","4845","Credit Card","25","0","Richard Rose","Male","0"
"45089","2021-07-30","Electronics","66","4","3049","PayPal","25","0","Richard Rose","Male","0"
"45089","2022-10-30","Clothing","303","2","2211","PayPal","25","0","Richard Rose","Male","0"
"45089","2021-08-01","Electronics","316","4","4126","Cash","25","0","Richard Rose","Male","0"
"45089","2020-07-18","Electronics","272","1","4487","PayPal","25","1","Richard Rose","Male","0"
"45089","2021-07-10","Electronics","183","2","3235","Credit Card","25","0","Richard Rose","Male","0"
"45089","2023-01-20","Electronics","228","1","3894","Cash","25","0","Richard Rose","Male","0"
"45089","2021-11-15","Clothing","367","4","4895","PayPal","25","1","Richard Rose","Male","0"
"45089","2023-02-10","Books","175","4","3045","Credit Card","25","1","Richard Rose","Male","0"
"49611","2023-08-17","Home","397","1","1487","PayPal","63","1","Donald Young","Male","1"
"49611","2022-08-07","Books","57","2","2393","Credit Card","63","1","Donald Young","Male","1"
"49611","2021-11-17","Electronics","211","1","2113","PayPal","63","1","Donald Young","Male","1"
"49611","2023-02-17","Electronics","106","5","4684","Credit Card","63","1","Donald Young","Male","1"
"49611","2020-02-16","Electronics","259","1","4570","PayPal","63","0","Donald Young","Male","1"
"49611","2022-12-23","Clothing","11","4","4228","PayPal","63","1","Donald Young","Male","1"
"49611","2021-05-05","Books","434","2","612","PayPal","63","1","Donald Young","Male","1"
"49611","2023-07-03","Electronics","316","5","729","Credit Card","63","1","Donald Young","Male","1"
"48573","2023-02-21","Home","48","2","4025","Credit Card","27","0","Paul Campbell","Female","0"
"48573","2021-02-05","Electronics","200","4","3157","PayPal","27","0","Paul Campbell","Female","0"
"48573","2020-03-12","Books","269","5","1705","PayPal","27","0","Paul Campbell","Female","0"
"48573","2020-01-09","Books","408","1","3765","Credit Card","27","1","Paul Campbell","Female","0"
"48573","2021-03-25","Home","216","2","1632","PayPal","27","1","Paul Campbell","Female","0"
"48573","2020-05-15","Home","208","4","4177","Cash","27","0","Paul Campbell","Female","0"
"48573","2020-10-24","Home","15","1","3613","Credit Card","27","1","Paul Campbell","Female","0"
"48573","2022-01-13","Books","175","4","5106","PayPal","27","1","Paul Campbell","Female","0"
"48573","2022-04-08","Clothing","267","2","2718","Credit Card","27","1","Paul Campbell","Female","0"
"48906","2020-11-26","Electronics","132","4","1886","Credit Card","37","1","Michael Ferguson","Female","1"
"48906","2022-04-04","Clothing","201","4","2799","PayPal","37","0","Michael Ferguson","Female","1"
"48906","2021-09-22","Electronics","151","5","1263","PayPal","37","1","Michael Ferguson","Female","1"
"48906","2020-02-12","Home","88","4","3317","Credit Card","37","1","Michael Ferguson","Female","1"
"48906","2021-06-04","Clothing","72","1","4181","Credit Card","37","1","Michael Ferguson","Female","1"
"48906","2023-03-20","Electronics","306","3","4291","Credit Card","37","0","Michael Ferguson","Female","1"
"48906","2020-03-24","Electronics","435","2","2976","PayPal","37","1","Michael Ferguson","Female","1"
"48906","2023-01-13","Electronics","401","1","4961","Credit Card","37","1","Michael Ferguson","Female","1"
"49689","2020-06-05","Clothing","226","4","223","Cash","28","1","Jasmine Garcia","Male","0"
"49689","2020-03-25","Electronics","392","1","4643","Credit Card","28","1","Jasmine Garcia","Male","0"
"49689","2020-07-14","Books","187","1","3749","Cash","28","1","Jasmine Garcia","Male","0"
"49689","2022-12-03","Electronics","77","4","2177","PayPal","28","1","Jasmine Garcia","Male","0"
"49689","2020-12-21","Books","69","3","4573","Credit Card","28","0","Jasmine Garcia","Male","0"
"46213","2022-05-01","Electronics","497","4","3084","Credit Card","24","0","Taylor Stone","Male","0"
"46213","2021-01-06","Electronics","429","4","3903","PayPal","24","1","Taylor Stone","Male","0"
"46213","2021-09-06","Clothing","143","4","4121","PayPal","24","1","Taylor Stone","Male","0"
"46213","2021-09-15","Home","43","1","1812","Credit Card","24","1","Taylor Stone","Male","0"
"49546","2022-03-27","Electronics","488","4","1541","Cash","35","1","Amber Green","Female","0"
"49546","2023-02-27","Books","294","2","2700","PayPal","35","0","Amber Green","Female","0"
"45532","2021-01-15","Books","221","2","2190","PayPal","30","1","April Riggs","Male","0"
"45532","2023-07-31","Clothing","104","3","850","Cash","30","1","April Riggs","Male","0"
"45479","2021-04-03","Books","467","5","3461","PayPal","27","1","Thomas Waller","Male","0"
"45479","2021-09-25","Clothing","408","2","4824","PayPal","27","1","Thomas Waller","Male","0"
"45479","2022-11-20","Clothing","173","2","207","Credit Card","27","1","Thomas Waller","Male","0"
"45479","2022-04-05","Books","190","3","1196","PayPal","27","1","Thomas Waller","Male","0"
"45479","2020-01-25","Clothing","129","1","2185","Cash","27","1","Thomas Waller","Male","0"
"45479","2020-09-07","Clothing","182","3","1437","PayPal","27","0","Thomas Waller","Male","0"
"48678","2023-08-23","Clothing","153","1","4561","Credit Card","70","1","Jose Roman","Male","1"
"48678","2022-10-12","Clothing","427","5","1572","Credit Card","70","1","Jose Roman","Male","1"
"48678","2022-06-28","Electronics","24","2","2888","Cash","70","0","Jose Roman","Male","1"
"48678","2020-10-28","Home","209","2","3404","Cash","70","1","Jose Roman","Male","1"
"48678","2020-08-11","Electronics","47","5","3325","Cash","70","0","Jose Roman","Male","1"
"48678","2021-07-29","Electronics","157","3","2416","PayPal","70","1","Jose Roman","Male","1"
"47055","2020-09-17","Clothing","421","5","2399","PayPal","28","0","Daniel Lyons","Female","0"
"47055","2021-06-09","Books","97","5","4347","PayPal","28","1","Daniel Lyons","Female","0"
"47055","2021-06-07","Electronics","388","3","3892","Credit Card","28","1","Daniel Lyons","Female","0"
"47055","2023-05-15","Books","14","1","1716","Credit Card","28","0","Daniel Lyons","Female","0"
"47055","2020-01-21","Home","193","1","1237","PayPal","28","1","Daniel Lyons","Female","0"
"47055","2022-05-04","Electronics","289","5","4094","Cash","28","1","Daniel Lyons","Female","0"
"45280","2023-07-28","Clothing","441","3","2354","Cash","37","0","Christine Henry","Female","0"
"45280","2021-04-30","Clothing","121","2","3629","PayPal","37","0","Christine Henry","Female","0"
"45280","2023-07-16","Clothing","127","1","772","Cash","37","1","Christine Henry","Female","0"
"45280","2022-07-01","Clothing","243","1","3394","Credit Card","37","1","Christine Henry","Female","0"
"45280","2023-09-08","Electronics","232","3","3573","Cash","37","0","Christine Henry","Female","0"
"45280","2023-04-14","Clothing","60","3","3374","Credit Card","37","0","Christine Henry","Female","0"
"45280","2023-05-26","Clothing","301","3","206","Credit Card","37","1","Christine Henry","Female","0"
"45459","2020-04-22","Books","211","2","2376","Credit Card","27","1","David Conner","Male","0"
"45459","2021-04-13","Electronics","220","2","415","PayPal","27","1","David Conner","Male","0"
"45459","2020-11-19","Books","14","2","2197","PayPal","27","1","David Conner","Male","0"
"45459","2021-03-14","Clothing","53","1","4645","Credit Card","27","0","David Conner","Male","0"
"45459","2020-01-27","Electronics","357","2","4190","Cash","27","0","David Conner","Male","0"
"49752","2020-08-22","Books","409","1","4855","PayPal","23","1","Nancy Mclaughlin","Male","0"
"49752","2022-08-21","Home","439","3","2549","PayPal","23","1","Nancy Mclaughlin","Male","0"
"49752","2022-05-05","Clothing","477","5","4258","Cash","23","1","Nancy Mclaughlin","Male","0"
"49752","2023-05-02","Clothing","18","1","2854","Cash","23","1","Nancy Mclaughlin","Male","0"
"49752","2022-04-16","Clothing","282","5","2187","PayPal","23","1","Nancy Mclaughlin","Male","0"
"49752","2023-02-23","Electronics","60","4","2279","PayPal","23","0","Nancy Mclaughlin","Male","0"
"49752","2022-01-29","Home","58","3","1339","PayPal","23","0","Nancy Mclaughlin","Male","0"
"49752","2021-05-17","Home","416","2","4685","Cash","23","1","Nancy Mclaughlin","Male","0"
"49752","2023-01-12","Home","453","1","4699","Credit Card","23","0","Nancy Mclaughlin","Male","0"
"49978","2023-07-20","Clothing","118","1","4137","Cash","52","0","Joe Deleon","Female","0"
"49978","2020-06-09","Books","230","4","3146","Credit Card","52","0","Joe Deleon","Female","0"
"49978","2022-10-17","Books","367","4","1893","Credit Card","52","1","Joe Deleon","Female","0"
"49978","2023-06-15","Clothing","248","2","1105","Cash","52","1","Joe Deleon","Female","0"
"49978","2020-06-07","Home","337","3","4030","PayPal","52","1","Joe Deleon","Female","0"
"46156","2020-10-17","Electronics","108","5","3347","Credit Card","55","1","Patrick Sanchez","Male","0"
"46156","2023-02-03","Books","437","3","1409","PayPal","55","1","Patrick Sanchez","Male","0"
"46156","2020-12-01","Electronics","380","1","658","Credit Card","55","1","Patrick Sanchez","Male","0"
"45844","2021-10-17","Home","467","3","4023","Cash","64","0","Lisa Poole","Female","1"
"45844","2020-01-11","Clothing","81","4","725","Cash","64","1","Lisa Poole","Female","1"
"45844","2020-11-12","Home","334","2","4379","PayPal","64","1","Lisa Poole","Female","1"
"45844","2022-01-26","Clothing","162","3","4646","PayPal","64","0","Lisa Poole","Female","1"
"45844","2020-12-29","Electronics","328","4","3050","Cash","64","1","Lisa Poole","Female","1"
"45844","2021-10-26","Home","494","1","4477","Credit Card","64","1","Lisa Poole","Female","1"
"47159","2020-10-08","Home","129","3","5183","Cash","49","0","Ms. Latoya Smith","Male","0"
"47159","2023-08-18","Clothing","167","1","3137","PayPal","49","1","Ms. Latoya Smith","Male","0"
"47159","2022-02-15","Books","370","3","3793","PayPal","49","1","Ms. Latoya Smith","Male","0"
"47159","2023-01-30","Books","108","1","1820","PayPal","49","1","Ms. Latoya Smith","Male","0"
"47159","2021-09-09","Clothing","443","2","1986","PayPal","49","1","Ms. Latoya Smith","Male","0"
"46104","2023-01-22","Home","183","5","1308","Cash","41","1","Morgan King","Female","1"
"46104","2023-07-15","Clothing","401","2","545","Cash","41","1","Morgan King","Female","1"
"46104","2020-10-09","Books","30","3","1797","Credit Card","41","1","Morgan King","Female","1"
"46104","2021-05-09","Clothing","257","2","4113","PayPal","41","1","Morgan King","Female","1"
"46104","2022-12-30","Home","470","3","4678","Cash","41","0","Morgan King","Female","1"
"47286","2020-06-02","Books","36","2","262","PayPal","39","1","Katherine Fitzpatrick","Female","1"
"47286","2022-03-20","Electronics","272","3","594","PayPal","39","0","Katherine Fitzpatrick","Female","1"
"47286","2020-07-02","Home","300","5","2664","Credit Card","39","0","Katherine Fitzpatrick","Female","1"
"47286","2021-05-23","Electronics","344","2","3241","PayPal","39","0","Katherine Fitzpatrick","Female","1"
"47286","2021-10-26","Electronics","340","2","3323","Credit Card","39","1","Katherine Fitzpatrick","Female","1"
"47286","2020-01-20","Books","491","5","3076","Credit Card","39","1","Katherine Fitzpatrick","Female","1"
"48178","2020-02-13","Clothing","469","5","918","Cash","58","1","Christine Bailey","Male","0"
"48178","2023-02-26","Home","407","4","1954","PayPal","58","0","Christine Bailey","Male","0"
"48178","2023-08-03","Electronics","350","3","2049","Cash","58","1","Christine Bailey","Male","0"
"48178","2023-08-22","Home","113","4","1108","PayPal","58","1","Christine Bailey","Male","0"
"45932","2021-08-23","Electronics","360","5","936","Credit Card","29","1","Brian Erickson","Male","0"
"45932","2023-06-14","Home","139","5","651","PayPal","29","1","Brian Erickson","Male","0"
"45932","2023-06-21","Books","268","5","996","Credit Card","29","0","Brian Erickson","Male","0"
"45932","2021-05-16","Home","473","4","4271","Credit Card","29","1","Brian Erickson","Male","0"
"45932","2022-03-19","Clothing","46","3","1441","Cash","29","1","Brian Erickson","Male","0"
"45932","2023-08-16","Books","212","3","787","Credit Card","29","0","Brian Erickson","Male","0"
"45932","2022-09-22","Home","304","5","4901","PayPal","29","1","Brian Erickson","Male","0"
"45932","2023-04-02","Clothing","173","3","2297","Cash","29","1","Brian Erickson","Male","0"
"45932","2020-10-24","Clothing","358","1","554","Cash","29","1","Brian Erickson","Male","0"
"45932","2022-12-07","Books","132","1","856","PayPal","29","0","Brian Erickson","Male","0"
"48257","2022-06-22","Home","226","2","3355","PayPal","45","0","William Clark","Male","0"
"48257","2023-05-01","Home","145","3","2537","Credit Card","45","1","William Clark","Male","0"
"48257","2020-02-07","Clothing","209","3","2362","Cash","45","0","William Clark","Male","0"
"48257","2022-11-23","Home","149","2","3073","PayPal","45","0","William Clark","Male","0"
"48257","2023-01-05","Electronics","404","1","4667","Credit Card","45","0","William Clark","Male","0"
"48257","2022-02-10","Clothing","225","4","3939","Credit Card","45","1","William Clark","Male","0"
"48257","2021-07-13","Home","326","5","4549","Cash","45","1","William Clark","Male","0"
"48257","2020-08-26","Clothing","119","4","4906","Cash","45","1","William Clark","Male","0"
"48257","2021-07-25","Clothing","361","2","2952","Cash","45","0","William Clark","Male","0"
"48706","2022-01-28","Home","38","1","2642","Cash","37","1","Roberto Copeland","Female","1"
"48706","2022-02-02","Books","402","4","829","PayPal","37","0","Roberto Copeland","Female","1"
"48706","2022-11-14","Home","225","2","1427","Credit Card","37","1","Roberto Copeland","Female","1"
"48706","2021-03-19","Home","429","2","2430","Cash","37","1","Roberto Copeland","Female","1"
"48706","2020-10-10","Home","407","5","1911","Cash","37","0","Roberto Copeland","Female","1"
"48706","2023-04-13","Electronics","189","5","2673","Cash","37","0","Roberto Copeland","Female","1"
"48706","2020-07-04","Electronics","460","1","1368","Cash","37","1","Roberto Copeland","Female","1"
"46939","2023-01-02","Clothing","418","1","4760","Cash","40","1","Peter Andrews","Female","0"
"46939","2022-04-24","Electronics","353","5","212","PayPal","40","0","Peter Andrews","Female","0"
"46939","2022-08-30","Electronics","145","3","4422","Credit Card","40","0","Peter Andrews","Female","0"
"46939","2022-03-19","Clothing","173","2","3996","Credit Card","40","0","Peter Andrews","Female","0"
"46939","2023-03-12","Clothing","338","5","3377","PayPal","40","1","Peter Andrews","Female","0"
"46939","2020-07-20","Books","273","5","339","Cash","40","0","Peter Andrews","Female","0"
"49559","2020-12-14","Home","266","4","572","PayPal","29","1","Jon Brown","Male","0"
"49559","2022-12-01","Books","332","5","2063","Credit Card","29","1","Jon Brown","Male","0"
"49559","2020-05-04","Clothing","230","3","4861","PayPal","29","1","Jon Brown","Male","0"
"49559","2022-05-26","Electronics","11","3","3674","PayPal","29","1","Jon Brown","Male","0"
"49559","2023-03-21","Clothing","227","3","1757","Cash","29","0","Jon Brown","Male","0"
"49559","2020-09-03","Electronics","127","4","4714","PayPal","29","0","Jon Brown","Male","0"
"49559","2021-12-07","Home","86","4","1543","Cash","29","0","Jon Brown","Male","0"
"45458","2022-05-21","Books","305","2","1250","Credit Card","58","1","Cynthia Obrien","Male","1"
"45458","2021-11-17","Clothing","140","3","1915","Credit Card","58","1","Cynthia Obrien","Male","1"
"45458","2021-10-09","Home","301","4","2909","Cash","58","1","Cynthia Obrien","Male","1"
